Bug_ID,Product,Component,Status,Resolution,Summary,Changed,Average_Cos_Similarity_Score,Description,Duplicate_Bug_Ids
530301.0,JDT,Core,CLOSED,DUPLICATE,"[test][model]JavaProjectTests.testBug522554_[unlimited,2] failed",2018-01-25 07:24:11,0.04034987372639228,failure at        testresults html org eclipse jdt core tests   unit       gtk   html  unlimited   unexpected default modules              expected              java se jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom              but was              java se javafx base javafx controls javafx fxml javafx graphics javafx media javafx swing javafx web jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jfr jdk jshell jdk jsobject jdk management jdk management cmm jdk management jfr jdk management resource jdk net jdk packager jdk packager services jdk plugin dom jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom oracle desktop oracle net           difference is            expected  java se j dk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom   but was  java se j avafx base javafx controls javafx fxml javafx graphics javafx media javafx swing javafx web jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jfr jdk jshell jdk jsobject jdk management jdk management cmm jdk management jfr jdk management resource jdk net jdk packager jdk packager services jdk plugin dom jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom oracle desktop oracle net    junit framework comparisonfailure  unexpected default modules               expected               java se jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom               but was               java se javafx base javafx controls javafx fxml javafx graphics javafx media javafx swing javafx web jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jfr jdk jshell jdk jsobject jdk management jdk management cmm jdk management jfr jdk management resource jdk net jdk packager jdk packager services jdk plugin dom jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom oracle desktop oracle net            difference is             expected  java se j dk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom   but was  java se j avafx base javafx controls javafx fxml javafx graphics javafx media javafx swing javafx web jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jfr jdk jshell jdk jsobject jdk management jdk management cmm jdk management jfr jdk management resource jdk net jdk packager jdk packager services jdk plugin dom jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom oracle desktop oracle net    at org eclipse jdt core tests junit extension testcase assertstringequals   at org eclipse jdt core tests junit extension testcase assertequals   at org eclipse jdt core tests model javaprojecttests     at java base jdk internal reflect nativemethodaccessorimpl     at java base jdk internal reflect nativemethodaccessorimpl invoke   at java base jdk internal reflect delegatingmethodaccessorimpl invoke   at org eclipse jdt core tests junit extension testcase runtest   at org eclipse jdt core tests model suiteoftestcases suite runtest   at org eclipse jdt core tests model suiteoftestcases suite superrun   at org eclipse jdt core tests model suiteoftestcases suite   protect   at org eclipse jdt core tests model suiteoftestcases suite run   at org eclipse test eclipsetestrunner run   at org eclipse test eclipsetestrunner run   at org eclipse test coretestapplication runtests   at org eclipse test coretestapplication run   at java base jdk internal reflect nativemethodaccessorimpl     at java base jdk internal reflect nativemethodaccessorimpl invoke   at java base jdk internal reflect delegatingmethodaccessorimpl invoke   at org eclipse equinox internal app eclipseappcontainer callmethodwithexception   at org eclipse equinox internal app eclipseapphandle run   at org eclipse core runtime internal adaptor eclipseapplauncher runapplication   at org eclipse core runtime internal adaptor eclipseapplauncher start   at org eclipse core runtime adaptor eclipsestarter run   at org eclipse core runtime adaptor eclipsestarter run   at java base jdk internal reflect nativemethodaccessorimpl     at java base jdk internal reflect nativemethodaccessorimpl invoke   at java base jdk internal reflect delegatingmethodaccessorimpl invoke   at org eclipse equinox launcher main invokeframework   at org eclipse equinox launcher main basicrun   at org eclipse equinox launcher main run   at org eclipse equinox launcher main main   at org eclipse core launcher main main      and for   unexpected cli options              expected                add exports java activation com sun activation registries all unnamed   add modules java activation              but was                add exports java activation com sun activation registries all unnamed   limit modules java se jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom   add modules java activation           difference is            expected     tries all unnamed     add modules java act     but was     tries all unnamed    limit modules java se jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom    add modules java act       junit framework comparisonfailure  unexpected cli options               expected                 add exports java activation com sun activation registries all unnamed   add modules java activation               but was                 add exports java activation com sun activation registries all unnamed   limit modules java se jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom   add modules java activation            difference is             expected     tries all unnamed     add modules java act     but was     tries all unnamed    limit modules java se jdk accessibility jdk attach jdk compiler jdk dynalink jdk httpserver jdk incubator httpclient jdk jartool jdk javadoc jdk jconsole jdk jdi jdk jshell jdk jsobject jdk management jdk net jdk scripting nashorn jdk sctp jdk security auth jdk security jgss jdk unsupported jdk xml dom    add modules java act      at org eclipse jdt core tests junit extension testcase assertstringequals   at org eclipse jdt core tests junit extension testcase assertequals   at org eclipse jdt core tests model javaprojecttests     at java base jdk internal reflect nativemethodaccessorimpl     at java base jdk internal reflect nativemethodaccessorimpl invoke   at java base jdk internal reflect delegatingmethodaccessorimpl invoke   at org eclipse jdt core tests junit extension testcase runtest   at org eclipse jdt core tests model suiteoftestcases suite runtest   at org eclipse jdt core tests model suiteoftestcases suite superrun   at org eclipse jdt core tests model suiteoftestcases suite   protect   at org eclipse jdt core tests model suiteoftestcases suite run   at org eclipse test eclipsetestrunner run   at org eclipse test eclipsetestrunner run   at org eclipse test coretestapplication runtests   at org eclipse test coretestapplication run   at java base jdk internal reflect nativemethodaccessorimpl     at java base jdk internal reflect nativemethodaccessorimpl invoke   at java base jdk internal reflect delegatingmethodaccessorimpl invoke   at org eclipse equinox internal app eclipseappcontainer callmethodwithexception   at org eclipse equinox internal app eclipseapphandle run   at org eclipse core runtime internal adaptor eclipseapplauncher runapplication   at org eclipse core runtime internal adaptor eclipseapplauncher start   at org eclipse core runtime adaptor eclipsestarter run   at org eclipse core runtime adaptor eclipsestarter run   at java base jdk internal reflect nativemethodaccessorimpl     at java base jdk internal reflect nativemethodaccessorimpl invoke   at java base jdk internal reflect delegatingmethodaccessorimpl invoke   at org eclipse equinox launcher main invokeframework   at org eclipse equinox launcher main basicrun   at org eclipse equinox launcher main run   at org eclipse equinox launcher main main   at org eclipse core launcher main main ,529981.0
548256.0,Platform,Team,CLOSED,DUPLICATE,"Replace Team in preferences and menus with ""Version control""",2020-09-09 11:51:28,0.04547496645102594,eclipse uses the term  team  to combine actions and parts for      version control and compare   i think if we are using  version control  instead of team  our users will easier understand this part of the ide ,32023.0
510550.0,JDT,Core,CLOSED,DUPLICATE,[1.9] Classes only available by adding an module-info don't show up in autocomplete,2017-01-18 13:39:08,0.026691224309585662,for classes not available by default eg all javafx stuff one needs to add a module info java like this       module      requires javafx base   requires javafx graphics   requires javafx controls         this makes code like this       package tes   import javafx application    import javafx stage    import javafx scene    import javafx scene layout    import javafx scene control     public class main extends application    public static void main      application launch         override  public void start  throws exception     borderpane p   new borderpane      scene s   new scene     stage setscene     stage show             compile but it looks like the content shown in by triggering auto complete does not involve those classes    to reproduce    create a new line   enter appli   hit enter  expected  proposal list contains javafx application application,480997.0
544353.0,Platform,SWT,CLOSED,DUPLICATE,gtk warnings are coming when launching the eclipse.,2019-02-12 09:37:05,0.034950790476545646,hi when i try to launch the eclipse from a rhel     machine   i get the gtk warnings on the console  please help in this to fix them   eclipse was opening and these errors are not stopping the eclipse to open  but they are annoying on the terminal   below is the version which we are using   eclipse ide for enterprise java developers   version        build id        and the rhel version is red hat enterprise linux server release                                                                                         below are the warnings on the terminal     glib critical        assertion  in    null  failed     glib critical        assertion  in    null  failed     gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate  org eclipse   logback configuration  logback config file   home ejugrak eclipse workspace  metadata  plugins org eclipse   logback configuration logback           xml    class path contains multiple   bindings     found binding in  bundleresource         org   impl staticloggerbinder class     found binding in  bundleresource         org   impl staticloggerbinder class     see    org codes html multiple bindings for an explanation     actual binding is of type  ch qos logback classic util contextselectorstaticbinder  org eclipse   logback configuration  initializing logback     gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate ,541256.0
541388.0,Platform,UI,CLOSED,DUPLICATE,[regression] testSorterContentAddOverride fails,2018-11-21 02:45:31,0.04636208360784825,since few builds testsortercontentaddoverride is failing          testresults html org eclipse ui tests   unit     gtk     html  expected  blue paren t  but was  blue   tx t    org junit comparisonfailure  expected  blue paren t  but was  blue   tx t  at org junit assert assertequals  at org junit assert assertequals  at org eclipse ui tests navigator sortertest testsortercontentaddoverride ,541042.0
520471.0,Platform,SWT,RESOLVED,DUPLICATE,Cursor disappear while moving,2017-09-02 05:42:43,0.04395655768691678,created attachment   screencast  as i move the cursor with the keyboard the cursor disappear and then reappear after another keystroke  positioning the cursor with the mouse make the cursor disappear depending on the position of the text ,517487.0
551521.0,Platform,UI,CLOSED,DUPLICATE,org.eclipse.core.runtime.CoreException: No property tester contributes a property com.ifedorenko.m2e.sourcelookup.m2estratum to type class,2019-10-22 15:03:53,0.022328640084853114,created attachment   workspace log,551414.0
568739.0,PDE,UI,CLOSED,DUPLICATE,"""Validation"" page should have a ""Edit Launch Configuration"" link",2020-11-12 04:46:15,0.045582956183570535,most of the cases when seeing the  validation  dialog when doing  run as   eclipse application  do happen when launch configuration is missing a dependency  in such case  the validation dialog should show a  edit launch configuration  link or button to switch immediately to the launch edition  saving about   clicks and some toolbar menu trees navigation ,568692.0
528809.0,Orion,OrionHub,CLOSED,DUPLICATE,NET::ERR_CERT_AUTHORITY_INVALID,2017-12-18 09:13:11,0.028661527184974736,created attachment   browser cert error  orionhub has had this error for a few days     your connection is not private attackers might be trying to steal your information from orionhub org    learn more net  err cert authority invalid,446525.0
519393.0,EPP,php-package,CLOSED,DUPLICATE,Unable update plugins,2020-05-02 10:40:05,0.04578508886248356,from oxygen epp i m  unable to update my packages from updatesites  http     dev pdt extensions org   nightly   dev latest nightly     cache isn t refreshed  even when i use  reload  button    after manually drop cache from  app and eclipse restart  i see correct builds but unable install  error  no repository found containing  org eclipse update feature org eclipse php phpunit feature            event when i use direct sites rather than composite i cannot update after manual install from them    updates from these sites works correctly on neon ,560548.0
513639.0,JDT,Core,CLOSED,DUPLICATE,[null][correlation] False Positive in Null Analysis,2018-08-30 10:24:51,0.016434078436043487,following snippet gives a wrong positive in null analysis   public static void mainx      boolean b   xxxx  null    if        system out println       else      system out println          ,538421.0
550263.0,JDT,Core,CLOSED,DUPLICATE,Random build errors,2019-08-21 11:19:35,0.04968919005729265,i have a multi project gradle setup and use java       when i import the gradle projects into eclipse i have random build errors like   the type com sun management operatingsystemmxbean is not accessible  the type javax xml transform transformerfactory is not accessible  the type javax naming invalidnameexception is not accessible  if i clean an affected project  the error usually simply disappears     if i clean all projects  a new set of   errors appears   i ve made a video showing the problematic behaviour    v   feature youtu be,547181.0
570048.0,JDT,Core,CLOSED,DUPLICATE,Error saving workspace state,2021-01-04 08:07:31,0.02688405820329698,created attachment   error log  probably related to jdk modules  ,569512.0
577771.0,Platform,IDE,CLOSED,DUPLICATE,Unable to install https://tools.hana.ondemand.com/2021-09,2021-12-13 05:28:20,0.038040103796715644,i am trying to install abap development tool in eclipse for version        using link        i get the below error  need you help to resolve the issue                                                                                    cannot complete the install because one or more required items could not be found    software being installed  abap development tools for sap hana             missing requirement  abap cloud authentication ui         requires  osgi bundle  javax servlet                but it could not be found   cannot satisfy dependency      from  abap development tools foundation             to  org eclipse equinox   iu  com sap adt   abap cloud authentication ui                 cannot satisfy dependency      from  abap development tools for sap hana               to  org eclipse equinox   iu  com sap adt tools hana feature group                 cannot satisfy dependency      from  abap development tools for sap hana             to  org eclipse equinox   iu  com sap adt tools feature group      ,577770.0
548048.0,Platform,UI,CLOSED,DUPLICATE,"[Preferences]  Label Decoration description appears to be editable, but is not (Flashing Cursor)",2019-06-24 09:51:41,0.027130590595085213,where it occurs  window    preferences    general    appearance    label decorations  label decoration descriptions are not editable  however the cursor still flashes in the description text box   ,548240.0
531835.0,Platform,Releng,CLOSED,DUPLICATE,Update prereqs for Photon Milestones for M6: Orbit URL,2018-03-20 17:00:30,0.026921242741979087,opening for photon    photon   scheduled for march    do we have new bundle we can use for   ,532094.0
512898.0,Linux Tools,Docker,RESOLVED,DUPLICATE,Install the plugin is invalid,2017-03-01 13:02:22,0.038049280336025476,eclipse java ee ide for web developers  version  neon   release   build id      install the docker tooling plugin is invalid,512897.0
563083.0,Platform,UI,CLOSED,DUPLICATE,Trimbar container uses rounded corners which looks dated,2021-06-04 01:41:33,0.028948506693232075,created attachment   screenshot  see attachement  the rounded corners of the trim look outdated  we should replace them with square ones ,563497.0
529206.0,MPC,wizard,CLOSED,DUPLICATE,Should not open multiple wizards by 'marketplace' menu,2019-02-12 11:10:15,0.033898020820199014,created attachment   multiple wizard  by clicking the help  eclipse marketplace menu  i can open multiple mpc wizards  is it expected result   thanks  yi,382671.0
528389.0,Jubula,Core,CLOSED,DUPLICATE,Jubula 8.5 can't catpute controls in Ubuntu 16.04,2019-12-10 04:00:15,0.048382229945025175,created attachment   attachment is screenshot of capturing controls failed  we samsung develope an ide named artik ide for iot usage based on eclipse jubula is developed based on eclipse also it is taken for granted that we choose jubula for our functional test tool once we installed jubula     in ubuntu     it works fine except no dropping dragging function   however  in ubuntu     when clicking the start object mapping mode and then clicking the control in our ide the jubula and our ide are hung we can only exit jubula and ide forcely after a while it seems that jubula capturing is going client log is blank please refer to  log file   i am looking forward your reply thank you very much ,548365.0
562945.0,Mylyn,Releng,RESOLVED,DUPLICATE,create release 3.25.1,2020-05-30 15:04:47,0.039477559998597624,for  eclipse     we need release      ,563071.0
521520.0,Platform,IDE,CLOSED,DUPLICATE,Cannot start IDE due to infinite when painting toolbar,2017-08-29 08:42:23,0.02470546222352891,created attachment   log file  ide splash screen is displayed  but it crashes before main screen is displayed ,509083.0
564044.0,JDT,Core,CLOSED,DUPLICATE,[15] JEP 360 - Sealed Types - Model Changes,2020-06-16 13:55:12,0.012483577679263886,model changes for jep  ,563920.0
534375.0,Platform,User Assistance,CLOSED,DUPLICATE,Wrong content in first tip,2018-05-04 11:08:34,0.011479559982662837,wrong content in first tip,534183.0
559505.0,JDT,Debug,CLOSED,DUPLICATE,ArrayList:  Error The method toArray() is undefined for the type Collection___,2020-01-24 13:40:02,0.0375682007940525,created attachment   a screenshot showing the  bug  in eclipse debug modus  i am using    eclipse ide for java developers   version          build id      on centos linux release           in the following code  a simple java class  person  with a list person  is declared    import java util arraylist  import java util list            author m  kettou     public class person        private final string name      private final string bloodgroup      private list person  children   new arraylist          person            this name   name          bloodgroup   bg             public void addchild            final boolean added   children add           system out printf                    just simple getters       in the mainclass    person objects are generated  and three of them are added to as children   of the first object  no exception is throwed but the  initialiazed arraylist children still empty  in the debug mode eclipse under variables  children is showed with a strange addendum  error the method toarray  is undefined for the type collection         public class mainclass        public static void main           first generation     final person     new person             generation     final person     new person       final person     new person       final person     new person           addchild         addchild         addchild     ,543604.0
551207.0,EPP,package content,CLOSED,DUPLICATE,"Rust package's ""file a bug"" link goes nowhere.",2020-04-21 10:33:16,0.021012574409129257,the bugzilla component referred to with   bug cgi product epp component rust package doesn t actually exist ,542853.0
544668.0,Papyrus,CDO,CLOSED,DUPLICATE,[CDO][Dcoumentation] The documentation provided by oep.cdo.ui.doc must be built and updted,2022-01-06 08:54:06,0.04200413954483986,   the documentation provided by oep cdo ui doc must be built and updted   currently a part of the documentation is written in markdown  it could be interesting to rewrite it in mediawiki to be consistent with other papyrus documentation       it seems me this documentation is not generated during the build         the existing documentation must be updated,468468.0
525425.0,z_Archived,WindowBuilder,CLOSED,DUPLICATE,Design Page is being reflected upside down.,2021-06-04 16:45:09,0.04911447293963624,created attachment   shows the upside down design page   i am running eclipse oxygen the latest release    and it after installing and trying to use window builder the design page is being reflected upside down  i have enclosed pictures  i have already tried to restart my mac  reinstall eclipse and reinstall the plugin to no avail  my mac is running macos high sierra ,526091.0
510563.0,Community,Bugzilla,CLOSED,DUPLICATE,Process to get a Bugzilla account too complicated,2017-03-01 15:17:37,0.0421330889876812,the current process of getting a bugzilla account seems to complicated  it frustrates users and prevents them to report bugs     this was reported several times to us on different channels  as an example  see here       we currently often have to communicate using private mails or twitter  i think this issue seriously harms the community ,502814.0
562149.0,JDT,UI,CLOSED,DUPLICATE,[15] Leak tests failing with JDK 15,2020-10-27 03:30:25,0.03472811948885298,leak tests might fail with java    it will be good to fix for once and all ,561137.0
549153.0,Platform,UI,RESOLVED,DUPLICATE,Text scroll pane with garbled text,2019-07-10 15:14:09,0.038298667443997354,created attachment   scroll bug  all text based scroll panes display garbled text when scrolling on a mac  haven t tested other platforms   for example the java editor  xml editor  plain text editor  debug variables bottom panel   see the attached image for an example   version        build id     ,548491.0
538457.0,Oomph,Setup,CLOSED,DUPLICATE,UI blocked by certificates modal dialog on update,2018-08-31 07:06:33,0.043674392012955594,after a fresh linux fedora   install  i download eclipse installer    i execute it  click on update button  a  progress information  modal dialog appears and a second modal dialog  do you trust these certificates   appears but the focus remains on the  cancel  button of the  progress information  modal dialog  i have no mean to interact on certificates modal dialog then i am blocked to update my eclipse installer   i have not set severity to blocker because i can yet setup a eclipse installation without updating my eclipse installer   best regards ,538380.0
569797.0,JDT,Core,CLOSED,DUPLICATE,Ternary operator can't access static final primitives inside method call,2020-12-17 16:00:22,0.04280653926766194,the following code sample is self documenting and demonstrates a case of code that should compile  but does not   note that the compilation fails on any static final primitive type  not just a boolean   package bug   public class bug    private static final boolean b var   false   private static boolean b var not final   false   private static final boolean b obj   false     private static string thismethodcompiles      return b var    y     n         private static string thismethodalsocompiles      return dummymethod         private static string thismethodalsocompilestoo      return dummymethod         private static string thismethoddoesnotcompilebutshould         the next line of code fails with this error  but it should compile just fine       b var cannot be resolved to a variable   return dummymethod         private static string dummymethod      return dummyarg             configuration details    product  eclipse ide            installed features   org eclipse jdt           versioning plugin   org eclipse platform          ,569498.0
548359.0,Platform,Debug,CLOSED,DUPLICATE,Eclipse don't debug.,2019-06-18 10:46:05,0.009564701947424613,created attachment   prints  olá  sou brasileiro  vou escrever em português  fiz o download da ultima versão do eclipse    porém o erro continua  não consigo fazer a inspeção do objeto em momento de debug  segue os prints ,548383.0
525420.0,Platform,IDE,CLOSED,DUPLICATE,Tool Bar is grey and can't click for setting,2017-10-29 13:10:28,0.0343549065619984,created attachment   tool bar is grey  i wan t set my eclipse  but the all tool bar can t click ,520176.0
539881.0,JDT,Core,VERIFIED,DUPLICATE,Reconciler flags necessary imports as unused,2018-11-22 03:57:08,0.043027104776678454,import o e jdt annotation into a workspace and open file nonnull java  you will see all imports flagged as unused  when you remove them  real compiler errors re unresolved types occur   initially  errors are shown only in the editor  after change   save also the problems view shows them ,534865.0
566692.0,Platform,UI,CLOSED,DUPLICATE,Dark theme in Windows 10 I can barely see the folder expansion symbol,2020-09-08 03:53:52,0.02761457676155843,i downloaded windows   bit          file  technology epp downloads release       eclipse jee           zip  dark theme in windows   i can barely see the folder expansion symbol,566691.0
536453.0,Community,CI-Jenkins,CLOSED,DUPLICATE,"""Unknown host download.eclipse.org"" on aCute Jenkins instance",2018-06-29 04:00:09,0.014704052877959155,for example    job   gerrit   ,536435.0
520434.0,JDT,UI,CLOSED,DUPLICATE,[1.8] Convert to method reference change semantics,2017-08-02 09:44:17,0.042152659694325016,one of the following junit tests fail    class a     boolean called   false     void callonce       if         throw new illegalargumentexception        else       called   true                 test  public void fine      intstream of  foreach  callonce          test  public void error      intstream of  foreach   callonce       fine and error can be changed to one another using ctrl     and convert to lambda expression or convert to method reference  but the semantics of the two are not identical  fine creates a new a for each foreach  while error reuses the same instance of a for each foreach ,499863.0
575935.0,Oomph,Setup,CLOSED,DUPLICATE,Installer Build 5141,2021-09-13 03:16:32,0.04453772719455097,i got so many error while downloading error  org eclipse equinox   engine code   session context was      error  org eclipse equinox   engine code   error reading signed content ,575936.0
