,Bug_ID,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids
164,483724,z_Archived,Recommenders,NEW,,[wiring] Various *.rcp bundles unresolved,2015-12-05T18:48:16Z,a longer description  unresolved bundles  org eclipse recommenders apidocs rcporg eclipse recommenders calls rcporg eclipse recommenders chain rcporg eclipse recommenders completion rcporg eclipse recommenders constructors rcporg eclipse recommenders coordinates rcporg eclipse recommenders injectionorg eclipse recommenders models rcporg eclipse recommenders mylyn rcporg eclipse recommenders overrides rcporg eclipse recommenders rcporg eclipse recommenders snipmatchorg eclipse recommenders snipmatch rcporg eclipse recommenders subwords rcporg eclipse recommenders types rcporg eclipse recommenders utils rcp,
165,498064,Equinox,Framework,RESOLVED,FIXED,org.eclipse.osgi.tests.AutomatedTests timed out in TestModuleContainer.testUsesTimeout,2016-07-18T14:09:35Z,from        testresults consolelogs   unit   cocoa     txt     java test        echo  running org eclipse osgi tests automatedtests  result file   users hudsonbuild workspace   unit   workarea     eclipse testing results   unit   cocoa     org eclipse osgi tests automatedtests xml       echo  timout property          echo  frameworkvmargs    xstartonfirstthread        dhttp proxyhost proxy eclipse org  dhttp proxyport    dhttps proxyhost proxy eclipse org  dhttps proxyport    dhttp nonproxyhosts  download eclipse org           dhttps nonproxyhosts  download eclipse org           dftp proxyhost proxy eclipse org  dftp proxyport    dftp nonproxyhosts  download eclipse org                echo  vmargs         echo  extravmargs         echo  frameworkperfargs         echo  crash loglocationarg      loglocationarg        echo  crash loglocation           java  info  timeoutscreenoutputdir   users hudsonbuild workspace   unit   workarea     eclipse testing results   unit   cocoa     timeoutscreens       java  info  timeout          java  starting eclipsetestrunnertimer with timeout   at                      java  eclipsetestrunner almost reached timeout            java  totalmemory                     java  freememory            java  freememory             java  thread dump   at                       java  org eclipse test eclipsetestrunner threaddump  for thread  finalizer        java   at java lang object wait        java   at java lang ref referencequeue remove        java   at java lang ref referencequeue remove        java   at java lang ref finalizer finalizerthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  provisioning event dispatcher        java   at java lang object wait        java   at java lang object wait        java   at org eclipse osgi framework eventmgr eventmanager eventthread getnextevent        java   at org eclipse osgi framework eventmgr eventmanager eventthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  refresh thread  equinox container                   java   at java lang object wait        java   at java lang object wait        java   at org eclipse osgi framework eventmgr eventmanager eventthread getnextevent        java   at org eclipse osgi framework eventmgr eventmanager eventthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  eclipsetestrunnertimer        java   at java lang thread dumpthreads        java   at java lang thread getallstacktraces        java   at org eclipse test eclipsetestrunner   dump        java   at org eclipse test eclipsetestrunner   run        java   at java util timerthread mainloop        java   at java util timerthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  start level  org eclipse osgi tests container dummys dummycontaineradaptor          java   at java lang object wait        java   at java lang object wait        java   at org eclipse osgi framework eventmgr eventmanager eventthread getnextevent        java   at org eclipse osgi framework eventmgr eventmanager eventthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  worker          java   at java lang object wait        java   at org eclipse core internal jobs workerpool sleep        java   at org eclipse core internal jobs workerpool startjob        java   at org eclipse core internal jobs worker run        java  org eclipse test eclipsetestrunner threaddump  for thread   threadpool manager    idle thread        java   at java lang object wait        java   at java lang object wait        java   at org eclipse equinox internal util impl tpt threadpool executor run        java  org eclipse test eclipsetestrunner threaddump  for thread  main        java   at java lang object wait        java   at java lang object wait        java   at org apache felix resolver resolverimpl enhancedexecutor await        java   at org apache felix resolver resolverimpl calculatepackagespaces        java   at org apache felix resolver resolverimpl checkconsistency        java   at org apache felix resolver resolverimpl findvalidcandidates        java   at org apache felix resolver resolverimpl doresolve        java   at org apache felix resolver resolverimpl resolve        java   at org apache felix resolver resolverimpl resolve        java   at org eclipse osgi container moduleresolver resolveprocess resolverevisions        java   at org eclipse osgi container moduleresolver resolveprocess resolverevisionsinbatch        java   at org eclipse osgi container moduleresolver resolveprocess resolve        java   at org eclipse osgi container moduleresolver resolvedelta        java   at org eclipse osgi container modulecontainer resolveandapply        java   at org eclipse osgi container modulecontainer resolve        java   at org eclipse osgi container modulecontainer resolve        java   at org eclipse osgi tests container testmodulecontainer testusestimeout        java   at sun reflect nativemethodaccessorimpl          java   at sun reflect nativemethodaccessorimpl invoke        java   at sun reflect delegatingmethodaccessorimpl invoke        java   at java lang reflect method invoke        java   at org junit runners model frameworkmethod   runreflectivecall        java   at org junit internal runners model reflectivecallable run        java   at org junit runners model frameworkmethod invokeexplosively        java   at org junit internal runners statements invokemethod evaluate        java   at org junit internal runners statements runbefores evaluate        java   at org junit internal runners statements runafters evaluate        java   at org junit runners parentrunner runleaf        java   at org junit runners   runchild        java   at org junit runners   runchild        java   at org junit runners parentrunner   run        java   at org junit runners parentrunner   schedule        java   at org junit runners parentrunner runchildren        java   at org junit runners parentrunner access          java   at org junit runners parentrunner   evaluate        java   at org junit runners parentrunner run        java   at junit framework   run        java   at junit framework testsuite runtest        java   at junit framework testsuite run        java   at junit framework testsuite runtest        java   at junit framework testsuite run        java   at org eclipse test eclipsetestrunner run        java   at org eclipse test eclipsetestrunner run        java   at org eclipse test coretestapplication runtests        java   at org eclipse test coretestapplication run        java   at sun reflect nativemethodaccessorimpl          java   at sun reflect nativemethodaccessorimpl invoke        java   at sun reflect delegatingmethodaccessorimpl invoke        java   at java lang reflect method invoke        java   at org eclipse equinox internal app eclipseappcontainer callmethodwithexception        java   at org eclipse equinox internal app eclipseapphandle run        java   at org eclipse core runtime internal adaptor eclipseapplauncher runapplication        java   at org eclipse core runtime internal adaptor eclipseapplauncher start        java   at org eclipse core runtime adaptor eclipsestarter run        java   at org eclipse core runtime adaptor eclipsestarter run        java   at sun reflect nativemethodaccessorimpl          java   at sun reflect nativemethodaccessorimpl invoke        java   at sun reflect delegatingmethodaccessorimpl invoke        java   at java lang reflect method invoke        java   at org eclipse equinox launcher main invokeframework        java   at org eclipse equinox launcher main basicrun        java   at org eclipse equinox launcher main run        java   at org eclipse equinox launcher main main        java   at org eclipse core launcher main main        java  org eclipse test eclipsetestrunner threaddump  for thread  worker jm        java   at java lang object wait        java   at org eclipse core internal jobs internalworker run        java  org eclipse test eclipsetestrunner threaddump  for thread  bundle file closer        java   at java lang object wait        java   at java lang object wait        java   at org eclipse osgi framework eventmgr eventmanager eventthread getnextevent        java   at org eclipse osgi framework eventmgr eventmanager eventthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  start level  equinox container                   java   at java lang object wait        java   at java lang object wait        java   at org eclipse osgi framework eventmgr eventmanager eventthread getnextevent        java   at org eclipse osgi framework eventmgr eventmanager eventthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  signal dispatcher        java  org eclipse test eclipsetestrunner threaddump  for thread  reference handler        java   at java lang object wait        java   at java lang object wait        java   at java lang ref reference referencehandler run        java  org eclipse test eclipsetestrunner threaddump  for thread   timer    main queue handler        java   at java lang object wait        java   at org eclipse equinox internal util impl tpt timer timerimpl run        java   at java lang thread run        java  org eclipse test eclipsetestrunner threaddump  for thread  framework event dispatcher  org eclipse osgi internal framework equinoxeventpublisher          java   at java lang object wait        java   at java lang object wait        java   at org eclipse osgi framework eventmgr eventmanager eventthread getnextevent        java   at org eclipse osgi framework eventmgr eventmanager eventthread run        java  org eclipse test eclipsetestrunner threaddump  for thread  active thread  equinox container                   java   at sun misc unsafe park        java   at java util concurrent locks locksupport parknanos        java   at java util concurrent locks abstractqueuedsynchronizer conditionobject awaitnanos        java   at java util concurrent scheduledthreadpoolexecutor delayedworkqueue take        java   at java util concurrent scheduledthreadpoolexecutor delayedworkqueue take        java   at java util concurrent threadpoolexecutor gettask        java   at java util concurrent threadpoolexecutor runworker        java   at java util concurrent threadpoolexecutor worker run        java   at java lang thread run    the main thread is stuck at org apache felix resolver resolverimpl enhancedexecutor await   the screenshot doesn t show anything special ,
166,506265,Papyrus-rt,tool,NEW,,[Tooling] Initial layout of a RT state machine shall be improved,2016-10-20T09:26:42Z,when creating a new rt state machine  an initial state  a transition and a first state is created by default and displayed  however  the layout of these elements is not perfect  users have to move them usually    ,
167,569753,Platform,SWT,NEW,,[Linux Hi DPI] Forms have black rectangles,2020-12-16T19:20:16Z,created attachment   screenshot of plugin editor  ubuntu       eclipse       hi dpi setting at    scaling  forms at hi dpi are mangled with black rectangles ,
168,532891,z_Archived,PDT,NEW,,[VariableValidator] Support call-by-reference variable creation,2018-03-26T13:49:52Z,if        return  match        variable validator should load and check function header  if formalparameter is reference it could mark this variable as already created   unfortunately this will introduce performance hog  so we have to introduce this carefully  at the beginning this could be for function calls only ,
169,481692,Xtend,Core,NEW,,"Formatter fails with IllegalArgumentException ""length must be >= 0""",2015-11-09T09:35:21Z,created attachment   source code triggering the formatting error   i get a illegal argument exception when formatting a particular piece of source code   package com iar jsonrpc  class formattingbug       def foo                      val x                            formatting is ok if the blank line after the if below is removed          «if x    »          «endif»                         the exception is   java lang illegalargumentexception  length must be       at com google common base preconditions checkargument   at org eclipse xtext   regionaccess internal textreplacement  init    at org eclipse xtext   regionaccess internal textregionrewriter createreplacement   at org eclipse xtext   regionaccess internal abstracttextsegment replacewith   at org eclipse xtext   internal whitespacereplacer createreplacements   at org eclipse xtext   internal formattabledocument createreplacements   at org eclipse xtext   internal formattabledocument rendertotextreplacements   at org eclipse xtext     format   at org eclipse xtext ui editor   contentformatter exec   at org eclipse xtext ui editor   contentformatter formattingunitofwork exec   at org eclipse xtext ui editor   contentformatter formattingunitofwork exec   at org eclipse xtext resource outdatedstatemanager exec   at org eclipse xtext ui editor model xtextdocument xtextdocumentlocker internalreadonly   at org eclipse xtext ui editor model xtextdocument xtextdocumentlocker priorityreadonly   at org eclipse xtext ui editor model xtextdocument priorityreadonly   at org eclipse xtext ui editor   contentformatter format   at org eclipse jface text source sourceviewer dooperation ,
170,512413,QVTo,UI,UNCONFIRMED,,EOFException below VMRemoteClient.sendRequest (thrown in ObjectInputStream$BlockDataInputStream.peekByte),2017-02-20T09:19:41Z,the following problem was reported via the automated error reporting   message  send debug request failed java io eofexception  null     at java io objectinputstream blockdatainputstream peekbyte      at java io objectinputstream        at java io objectinputstream readobject      at org eclipse   qvt oml debug core vm vmremoteclient sendrequest      at org eclipse   qvt oml debug core vm qvtovirtualmachineproxy sendrequest      at org eclipse   qvt oml debug core qvtodebugtarget sendrequest      at org eclipse   qvt oml debug core qvtodebugtarget  init       at org eclipse   internal qvt oml jdt debug ui launch qvtodebugapplicationconfiguration    init       at org eclipse   internal qvt oml jdt debug ui launch qvtodebugapplicationconfiguration launch      at org eclipse debug internal core launchconfiguration launch      at org eclipse debug internal core launchconfiguration launch      at org eclipse debug internal ui debuguiplugin buildandlaunch      at org eclipse debug internal ui debuguiplugin   run      at org eclipse core internal jobs worker run     bundles    org eclipse core jobs                             org eclipse debug core                             org eclipse debug ui                             org eclipse   qvt oml                             org eclipse   qvt oml debug core                            operating systems    linux                     the above information is a snapshot of the collected data  visit       problems   for the latest data   thank you for your assistance   your friendly error reports inbox    created on behalf of ed xxxxxx xxx,
171,498076,Platform,SWT,CLOSED,WONTFIX,[Wayland] Additional warnings thrown in console,2016-07-18T17:10:00Z,as per bug reported in    bug cgi id    it seems that on wayland there are some additional warnings being thrown into the console when eclipse launches   for example this guy looks new  gdk message  window   is a temporary window without parent  application will not be able to position it on screen   these may be the cause why title bars and pop ups appear in random places    we should investigate    ,
172,283036,Platform,Team,CLOSED,WONTFIX,[Net] Nonfunctional button 'Restore Defaults' button on Network Connections preference page,2009-07-09T15:20:29Z,build id       steps to reproduce      go to  network connections  screen in preferences     change a proxy port value in any proxy entry     click  restore defaults  and observe that nothing happens   more information  it appears that the  restore defaults  button does nothing but switch the active provider to  native  ,
173,362907,EGit,UI,RESOLVED,FIXED,Allow to replace current state with state from a History entry,2011-11-04T13:59:29Z,      i can open and compare the a history entry with the current state but there s no easy way to replace the current state file with the history state  ideally this would be offered on the history entry plus on each file ,
174,512424,PDE,UI,NEW,,Validation is not done in the context of the VM that is being used to launch.,2017-02-20T13:07:43Z,see   bug cgi id     and   bug cgi id     for detailed explanation and screenshot of the issue ,
175,477615,JDT,Text,CLOSED,WONTFIX,"[content assist] Method proposal wrongly terminates template mode and swallows "")"" (closing parenthesis)",2015-09-16T17:24:53Z,           there s a bad interaction between two features  a  method completion proposal that swallows a typed     at the end of the argument list b  auto insertion of     when the user types     when typed before an existing       steps     have this code snippet and replace     with caret    public static void main      system out print         press ctrl space     inserts  stream generate     s  selected  template mode started    type       inserts     after the caret and enters a nested template mode     type       the closing parenthesis ends the nested template mode and makes the caret jump over the     that closes the generate  method invocation   result      system out print      note the missing     at the end  the problem is that functionality   doesn t work correctly  since the inserted     is wrongly consumed by the outer linked mode  the assumption that the inserted     closes the method invocation is invalid  not only since the introduction of lambdas  it also happens when you complete  new intege  and then type         we have to make sure that the method invocation proposal doesn t stop the insertion of the auto closing     ,
176,541105,Apogy,General,REOPENED,,Apogy code generator does not handle generate abstract method for volatile methods,2018-11-13T18:38:09Z,for the following model  readonly transient volatile double volume   apogy generates this                begin user doc              end user doc          generated       public double getvolume         todo  implement this method to return the  volume  attribute      ensure that you remove  generated or mark it  generated not   throw new unsupportedoperationexception       but it should be this                begin user doc              end user doc          generated       abstract public double getvolume  ,
177,326070,CDT,cdt-parser,NEW,,No support for references through dependent names.,2010-09-23T15:13:51Z,build identifier    call hierarchy doesn t work properly for a template function   in this example code     template functions template  class type  type retname    return name     template  class type  type getname    type a   retname    return a     int main     getname  int      getnum      right click on retname    call hierarchy  then the result caller list is empty  but getname should be there   right click on getname    call hierarchy  the the result caller list has main function  which is correct  but callee list is empty  retname should be there   i searched bugzilla bugs for call hierarchy problem related to template to avoid opening a duplicate bug  and found   bug cgi id   may be related to it  but not the  exactly  same problem     reproducible  always,
178,514486,EclipseLink,JPA,NEW,,QueryBasedValueHolder getValue(UnitOfWorkImpl uow) method not accessed safely by UnitOfWorkValueHolder instantiateImpl method resulting in Null Pointer Exception,2017-03-30T13:45:04Z,i have been tracking a bug we have in our production environments   which seem to occur on onetomany relationships when under heavy load  this seems to happen a few times a day and seems more likely after a restart my guess is this is because the   cache isn t fully populated yet   so more database queries are occurring  the stack trace of the null pointer looks like       caused by  java lang nullpointerexception  at org eclipse persistence internal indirection querybasedvalueholder getvalue   at org eclipse persistence internal indirection unitofworkvalueholder instantiateimpl   at org eclipse persistence internal indirection unitofworkvalueholder instantiate   at org eclipse persistence internal indirection databasevalueholder getvalue   at com sh shared model restimpl jpa categoryonformjpaimpl  persistence get category   at com sh shared model restimpl jpa categoryonformjpaimpl getcategory   at com sh shared model restimpl jpa formjpaimpl getcategories   at com sh shared common services impl formserviceimpl formsmatchingcaretypes   at com sh shared common services impl formserviceimpl formsmatchingcaretype   at com sh shared common services impl formserviceimpl  fastclassbyspringcglib    invoke   at org springframework cglib proxy methodproxy invoke   at org springframework aop framework cglibaopproxy dynamicadvisedinterceptor intercept   at com sh shared common services impl formserviceimpl  enhancerbyspringcglib    formsmatchingcaretype   at com sh shared common controllers patienteditornavigationbarcontroller getformsforcaretype   at com sh shared common controllers patienteditornavigationbarcontroller getformsforencounter   at sun reflect nativemethodaccessorimpl     at sun reflect nativemethodaccessorimpl invoke   at sun reflect delegatingmethodaccessorimpl invoke   at java lang reflect method invoke   at javax el beanelresolver invoke         more      i have been doing a load test locally   and found that it is possible for the unitofworkvalueholder instantiateimpl method to call the getvalue method of the wrappedvalueholder after it has already been initialized   when debugging i have found that sometimes      if  this wrappedvalueholder  isinstantiated          is called and the wrappedvalueholder is not instantiated so then the next line is executed      object result     this wrappedvalueholder  getvalue  this session        but by this time the wrappedvalueholder is now instantiated and if the wrappedvalueholder is a querybasedvalueholder it results in a null pointer exception because at this point the query variable has been set to null by the resetfields method in querybasedvalueholder   i have found that moving the following code      if  this wrappedvalueholder  isinstantiated           if not instantiated then try and load the uow versions to prevent the whole loading from the cache and cloning        process      object result     this wrappedvalueholder  getvalue  this session        if          return result                   into the    synchronized       which is directly above the if statement in unitofworkvalueholder the problem seems to be resolved   i am not sure the overall effects on performance of this change or if perhaps there is a better alternative to resolve this issue ,
179,117181,JDT,Text,CLOSED,WONTFIX,[typing] Smart braces and string literals,2005-11-19T10:30:40Z,       enable smart braces   try to enter a curly brace     inside the string literal       cursor jumps out of string package pack  class x     void bar         return  element does not exist anymore          ,
180,336319,Data Tools,SQL Editor Framework,NEW,,SQL Editor does not save to RSE properly,2011-02-04T08:10:32Z,build identifier       after i open and edit an sql file   using the sql   editor and attempt to save it  it reports  the original file   filename   has been deleted or is not accessible    i can still choose the correct location on rse  to which a save returns  the file   filename   already exists  do you want to replace the existing file    other editors  including opening the sql file in the text editor do not have this issue    reproducible  always  steps to reproduce     open   sql file in sql   editor    edit file    save,
181,229823,Platform,UI,RESOLVED,FIXED,Provide notification API in Eclipse platform useable in platform UI and e4 RCP applications,2008-05-01T17:49:45Z,to address bug     the mylyn team has created a generic notification popup api   it would be valuable to consuming projects to have this work available via platform ui   see comment   in bug       bug cgi id  ,
182,459201,Papyrus,Diagram,ASSIGNED,,[ActivityDiagram] Not possible to drag an activity onto an activity diagram to create a CallBehaviorAction,2015-02-05T09:57:44Z,when editing activity diagrams you want be able to create a call behavior action to an existing activity in an easy way  this is a common operation so it must be user friendly  for this reason it should be possible to drag an activity from the model explorer on to an activity diagram   and drop it   currently not possible and also not even possible to do via the palette since there another bug for that  see bug   ,
183,309699,Platform,Search,CLOSED,WONTFIX,Search > Text > [Project | File] disabled too often,2010-04-19T15:49:23Z,      search   text    project   file  is disabled too often      select a file in the package explorer     search   text    project   file  is disabled   works when done via editor ,
184,577994,EMF Services,General,NEW,,[DataBinding][EMF] ObservableListTreeContentProvider: NPE when unsetting a non-many feature,2021-12-30T09:01:52Z,created attachment   test tree binding zip  when using a treeviewer with databinding   and removing a non many reference an npe occurs   refer to attachment  execute the main class as java application and remove node  linus    bill  or  steve   everything is fine  they belong to a many reference called children  remove on of the other node an exception occurs   imho this is due to the listener mechanism in the emflistproperty which gets a notification about set    the listener then wants to create a new child node in the tree with data   null  this fails in the tree with an npe ,
185,526795,EMFT,MWE,RESOLVED,FIXED,increase asm version range to include ASM 6,2017-11-03T09:18:13Z,,
186,537036,JGit,JGit,NEW,,Windows_FS hook support,2018-07-14T12:45:41Z,i intend to contribute client side hook support in windows fs  hooks are already supported in windows fs cygwin by calling the cygwin shell  the same can be done with plain windows fs  as long as git for windows is installed and its shell   is being used in the script   therefore the intended implementation is mostly a clone of the   methods from windows fs cygwin with an additional check of the shebang in the hook script  this also means that other script engines would not be supported by the windows fs hook implementation     any objections to such an     solution ,
187,520653,Papyrus,SysML,CLOSED,FIXED,[SysML 1.4][releng] ensure we are delivering a SysML p2 and RCP against Papyrus Nightly,2017-08-08T08:04:11Z,,
188,530896,z_Archived,LSP4E,NEW,,After each completion a new line delimiter is insterted,2018-02-08T14:36:28Z,could you add version       milestone  i am using it  i ve seen it for         i also see the following stack trace    entry org eclipse ui                    message unhandled event loop exception  stack   java lang illegalargumentexception  argument cannot be null  at org eclipse swt swt error   at org eclipse swt swt error   at org eclipse swt swt error   at org eclipse swt custom styledtext settext   at org eclipse jface text contentassist contextinformationpopup internalshowcontextframe   at org eclipse jface text contentassist contextinformationpopup internalshowcontextinfo   at org eclipse jface text contentassist contextinformationpopup access     at org eclipse jface text contentassist contextinformationpopup   run   at org eclipse swt custom busyindicator showwhile   at org eclipse jface text contentassist contextinformationpopup showcontextinformation   at org eclipse jface text contentassist contentassistant showcontextinformation   at org eclipse jface text contentassist completionproposalpopup insertproposal   at org eclipse jface text contentassist completionproposalpopup insertselectedproposalwithmask   at org eclipse jface text contentassist completionproposalpopup verifykey   at org eclipse jface text contentassist contentassistant internallistener verifykey   at org eclipse jface text textviewer verifykeylistenersmanager verifykey   at org eclipse swt custom styledtextlistener handleevent   at org eclipse swt widgets eventtable sendevent   at org eclipse swt widgets display sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget notifylisteners   at org eclipse swt custom styledtext handlekeydown   at org eclipse swt custom styledtext lambda     at org eclipse swt widgets eventtable sendevent   at org eclipse swt widgets display sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendkeyevent   at org eclipse swt widgets widget sendkeyevent   at org eclipse swt widgets canvas sendkeyevent   at org eclipse swt widgets control docommandbyselector   at org eclipse swt widgets display windowproc   at org eclipse swt internal cocoa os objc msgsend   at org eclipse swt internal cocoa nsresponder interpretkeyevents   at org eclipse swt widgets composite keydown   at org eclipse swt widgets display windowproc   at org eclipse swt internal cocoa os objc msgsendsuper   at org eclipse swt widgets widget callsuper   at org eclipse swt widgets widget windowsendevent   at org eclipse swt widgets shell windowsendevent   at org eclipse swt widgets display windowproc   at org eclipse swt internal cocoa os objc msgsendsuper   at org eclipse swt widgets display applicationsendevent   at org eclipse swt widgets display applicationproc   at org eclipse swt internal cocoa os objc msgsend   at org eclipse swt internal cocoa nsapplication sendevent   at org eclipse swt widgets display readanddispatch   at org eclipse   ui internal workbench swt partrenderingengine   run   at org eclipse core databinding observable realm runwithdefault   at org eclipse   ui internal workbench swt partrenderingengine run   at org eclipse   ui internal workbench   createandrunui   at org eclipse ui internal workbench lambda     at org eclipse core databinding observable realm runwithdefault   at org eclipse ui internal workbench createandrunworkbench   at org eclipse ui platformui createandrunworkbench   at org eclipse ui internal ide application ideapplication start   at org eclipse equinox internal app eclipseapphandle run   at org eclipse core runtime internal adaptor eclipseapplauncher runapplication   at org eclipse core runtime internal adaptor eclipseapplauncher start   at org eclipse core runtime adaptor eclipsestarter run   at org eclipse core runtime adaptor eclipsestarter run   at sun reflect nativemethodaccessorimpl     at sun reflect nativemethodaccessorimpl invoke   at sun reflect delegatingmethodaccessorimpl invoke   at java lang reflect method invoke   at org eclipse equinox launcher main invokeframework   at org eclipse equinox launcher main basicrun   at org eclipse equinox launcher main run   at org eclipse equinox launcher main main ,
189,500177,Linux Tools,Docker,CLOSED,FIXED,Unix socket connection initialization disrupted by proxy configuration,2016-08-24T08:35:52Z,i m using docker on fedora    and it works quite fine  i tried the docker tools now    and the only thing they tell me is  connection not available    my connection is the default value    and that socket does exist  srw rw        root docker   aug        var run docker sock  i have no idea how to even remotely understand what the docker tools see as an issue  as there are no entries in the error view log at all  nor is there any further information from the connection wizard s  test connection  but  ping failed        removing and adding the connection doesn t help  editing the existing connection makes the connection wizard say  ping succeeded       but nothing else happens   no images and no containers are shown ,
190,469458,Community,Servers,RESOLVED,FIXED,HTTPS redirection and HTTP Strict Transport Security,2015-06-05T10:20:40Z,these eclipse websites support https  eclipse org www eclipse org bugs eclipse org dev eclipse org git eclipse org wiki eclipse org marketplace eclipse org  please consider to add a permanent redirection from http to https for this sites and http strict transport security for all of this sites   higher level of protection would be to use hsts preload list           preloading hsts   but this could a problem because   bug cgi id  ,
191,383442,Epsilon,Core,CLOSED,WONTFIX,"Implementing global Variables in EOL Modules by use of ""init""-Block",2012-06-25T13:48:40Z,build identifier    as discussed in forum thread       some programming scenarios would require the opportunity to implement global variables not only in the main eol module  but in imported eol scripts too   for clean code purposes  it is proposed to introduce a new optional block for eol programs  which may be named  init   with access to the global scope  these blocks will be executed once a module is beeing loaded   reproducible  always,
192,551378,Equinox,p2,REOPENED,,Restarting after p2 touchpoint SetJVMAction doesn't use correct/new JVM,2019-09-23T14:39:33Z,download     windows   zip    unzip untar this release     this release will have a feature of java     developer features com servoy jre             if you start servoy exe in the developer dir  choose a empty workspace dir    say  no  to installing postgresql database  go to the available software sites  make sure the release candidate url is off    add the site       as a update site   help   check for updates  this should come up with a version          that has the same feature as above but then with       version     features com servoy jre           jar  install the update  accept signing stuff   restart   and now it doesn t restart at all correctly it is constantly restarting the bootstrapper      this is because i have   dirs   d  servoy eclipse test developer features com servoy jre            and  d  servoy eclipse test developer features com servoy jre            the first one is not really correct anymore  it is already deleted partly the new one is fine   but it doesn t start correctly because it tries to use the       one if you look into the servoy ini  that still has    vm features com servoy jre           jre bin  it is very hard to get out of this scenario then  it constantly restarts and that is so fast that you can get between it also adjusting the ini file quickly doesn t seem to result into that it picks that one up then and the old dir is always locked  i can t delete it  with the windows resource monitor   i can sometimes get to it and kill it    in the content jar xml file      content jar  i do see as far as i can see the correct touch point stuff     touchpointdata size               instructions size                 instruction key  uninstall               org eclipse equinox   touchpoint eclipse removeprogramarg  org eclipse equinox   touchpoint eclipse removeprogramarg               instruction             instruction key  install               org eclipse equinox   touchpoint eclipse addprogramarg  org eclipse equinox   touchpoint eclipse addprogramarg               instruction            instructions          touchpointdata    the   inf that was installed    instructions install     org eclipse equinox   touchpoint eclipse addprogramarg    org eclipse equinox   touchpoint eclipse addprogramarg   instructions uninstall     org eclipse equinox   touchpoint eclipse removeprogramarg    org eclipse equinox   touchpoint eclipse removeprogramarg    then of           those would better be placed on the feature jar iu instead of feature group  but didn t find a way to add touchpoint for feature jar instructions install     org eclipse equinox   touchpoint eclipse addprogramarg    org eclipse equinox   touchpoint eclipse addprogramarg   instructions uninstall     org eclipse equinox   touchpoint eclipse removeprogramarg    org eclipse equinox   touchpoint eclipse removeprogramarg     it does install correctly if it is not there  if we take an even older installation that doesn t have the shipped jre in it at all     servoy installer   jar    if you run through the installer  you should be able to just do everything default   make sure that install is started with    because the eclipse version underneath that doesn t seem to fully support java   or higher   disabled the servoy update site  and add the site       check for updates and that should give you the            so we now go from a         build without any java shipped where i adjusted the servoy ini file to point to a java   install to the         with a java   shipped inside it   and that one works then the ini file is adjusted   problem is that it will not start because of another update problem that eclipse has     bug cgi id  ,
193,567763,MPC,wizard,NEW,,"Marketplace, ""Recent"" causes endless loop of errors if no internet connection or missing proxy credentials",2020-10-09T14:20:36Z,eclipse ide for c c   developers   version        build id      os  windows    v            java version              marketplacediscoverystrategy failed with an error cannot complete request to   client org eclipse epp mpc core os   platform version      unable to read repository at   client org eclipse epp mpc core os   platform version      unable to read repository at   client org eclipse epp mpc core os   platform version      pkix path building failed  sun security provider certpath suncertpathbuilderexception  unable to find valid certification path to requested target      description   open marketplace then  recent  causes a endless loop of errors if there is no internet connection or the proxy credentials are missing  only method i found to solve it is to use the taskmanager to kill the process ,
194,160212,JDT,UI,ASSIGNED,,[quick fix][change method signature] Invoke refactoring on parameter add/remove,2006-10-09T13:15:47Z,when a variable name is not found within a method  the compiler proposes a quick fix that adds a new parameter to the method  this fix only affects the current method in the current file  but the could be invoked by another method in either the same file or another  a refactoring action would be better  as    of the times refactoring is required just after adding the parameter  the new quick fix routine could pop up the refactoring dialog with the suggested parameter already loaded in the list and the cursor placed in the  default value  column  perhaps there could be two quick fixes in the quick fix list  offering both the old and  refactoring  versions  maybe this can happen with other quick fixes ,
195,481752,JDT,Core,VERIFIED,FIXED,[content assist] Substring completion proposals have bad relevance,2015-11-09T17:38:34Z,     in org eclipse swt widgets tabfolder  getchildren   i added this code     control    directchildren   super  getchildren      int count   di  content assist at the end   gives me an unusable proposals list  the first few entries are all constants from class widget   expected  same order as when the second line is just  di  ,
196,575963,EGit,UI,NEW,,better file icons for eclipse dark theme in commit dialog,2021-09-14T10:06:52Z,the current file icons we have in the commit dialog are not prominent in the eclipse dark theme ,
